id_cliente,ano_nascimento,nivel_educacao,estado_civil,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha,renda_anual,idade,ultima_transancao,total_vinho,total_frutas,total_carnes,total_peixes,total_doces,total_outros,total_compras,data_transacao,lugar_transacao,,frequencia
1030,1965,Posgrado,Soltero,1,1,2021-07-17,0,40637,59,21/9/2021,22,0,13,0,0,3,38,44394,en línea,,4
624,1984,Posgrado,Soltero,0,0,2020-11-10,1,18890,40,6/5/2021,6,4,1,7,2,15,35,44145,tienda,,2
5176,1988,Grado o superior,Unión de hecho,1,0,2021-12-08,0,29604,36,26/9/2022,7,6,13,7,6,14,53,44538,en línea,,4
5552,1963,Posgrado,Divorciado,1,1,2021-05-13,0,48721,61,12/9/2022,81,18,113,47,13,21,293,44329,en línea,,9
868,1966,Grado o superior,Casado,0,1,2022-06-08,0,44794,58,2/11/2022,54,0,7,0,0,4,65,44720,en línea,,5
380,1954,Grado o superior,Divorciado,0,1,2020-09-10,1,64497,70,29/7/2022,1170,48,320,42,32,192,1804,44084,en línea,,20
2677,1956,Grado o superior,Unión de hecho,0,1,2021-03-31,0,46097,68,3/10/2022,72,24,68,65,4,8,241,44286,en línea,,9
6521,1954,Grado o superior,Unión de hecho,0,0,2022-03-18,0,77972,70,27/11/2022,613,22,319,33,102,12,1101,44638,en línea,,13
6927,1968,Posgrado,Casado,1,1,2020-10-05,0,44377,56,10/1/2022,224,0,30,0,0,10,264,44109,en línea,,10
2877,1974,Posgrado,Unión de hecho,1,1,2021-01-21,0,46014,50,26/9/2022,410,0,59,19,9,44,541,44217,en línea,,15
0,1985,Grado o superior,Casado,0,0,2021-05-04,0,70951,39,9/9/2022,239,10,554,254,87,54,1198,44320,en línea,,12
1584,1977,Grado o superior,Casado,1,0,2022-04-01,0,41443,47,20/11/2022,171,7,171,25,19,89,482,44652,en línea,,13
7264,1978,Secundaria,Soltero,2,1,2022-05-12,0,52195,46,4/7/2022,12,0,4,0,0,1,17,44693,en línea,,3
6274,1948,Posgrado,Casado,0,0,2021-11-15,0,83790,76,25/11/2022,1076,16,417,42,48,16,1615,44515,en línea,,14
1377,1954,Posgrado,Viuda/Viudo,0,1,2021-08-31,0,44551,70,2/12/2022,182,4,33,0,0,66,285,44439,en línea,,9
454,1980,Grado o superior,Unión de hecho,1,0,2020-11-14,0,69508,44,27/9/2022,824,32,162,42,32,43,1135,44149,en línea,,22
1755,1988,Secundaria,Unión de hecho,1,0,2022-04-11,0,45204,36,13/9/2022,30,11,25,29,1,18,114,44662,en línea,,5
2075,1969,Grado o superior,Casado,0,0,2021-11-14,0,72460,55,12/9/2022,377,10,540,80,30,10,1047,44514,en línea,,10
4785,1970,Posgrado,Unión de hecho,0,2,2022-04-14,0,77622,54,5/12/2022,520,7,154,19,0,14,714,44665,en línea,,17
9076,1980,Posgrado,Casado,1,0,2021-01-05,0,30732,44,11/4/2022,155,1,25,0,1,3,185,44201,en línea,,8
7079,1962,Grado o superior,Divorciado,0,1,2020-09-08,0,63887,62,29/7/2022,897,23,207,15,11,92,1245,44082,en línea,,21
4653,1978,Grado o superior,Unión de hecho,1,0,2021-03-26,0,42011,46,10/10/2022,131,0,16,2,1,39,189,44281,en línea,,7
7375,1976,Grado o superior,Unión de hecho,0,1,2020-10-25,0,51369,48,15/4/2022,297,7,79,0,11,182,576,44129,en línea,,12
709,1952,Grado o superior,Divorciado,0,1,2020-12-09,0,51537,72,3/7/2022,787,20,204,0,0,92,1103,44174,en línea,,13
460,1972,Posgrado,Casado,0,0,2020-08-08,0,79930,52,31/12/2021,792,86,740,67,51,17,1753,44051,en línea,,11
3726,1986,Posgrado,Unión de hecho,1,0,2022-02-16,0,34320,38,29/12/2022,4,1,9,3,0,0,17,44608,en línea,,3
6798,1966,Grado o superior,Soltero,1,1,2021-03-20,1,37070,58,20/9/2022,231,7,137,4,15,39,433,44275,en línea,,13
5341,1962,Secundaria,Divorciado,0,1,2021-01-05,0,81975,62,14/5/2022,983,76,184,180,138,27,1588,44201,en línea,,10
1606,1971,Grado o superior,Unión de hecho,1,0,2021-05-15,0,38590,53,4/6/2021,3,1,8,4,3,3,22,44331,en línea,,3
9617,1951,Grado o superior,Soltero,0,0,2022-04-16,0,15033,73,8/12/2022,0,4,5,6,0,4,19,44667,en línea,,4
3233,1965,Posgrado,Casado,0,1,2021-03-23,0,62745,59,13/5/2022,562,21,464,28,10,32,1117,44278,en línea,,18
89,1975,Secundaria,Casado,1,0,2021-12-09,0,22212,49,17/7/2022,5,9,20,6,8,21,69,44539,en línea,,6
2936,1982,Posgrado,Unión de hecho,1,0,2021-12-04,0,23661,42,8/12/2022,18,0,4,0,0,1,23,44534,en línea,,4
9449,1958,Posgrado,Soltero,0,1,2021-10-04,0,79761,66,8/7/2022,415,5,124,15,35,11,605,44473,en línea,,16
7297,1973,Grado o superior,Soltero,1,0,2021-12-26,0,7500,51,22/5/2022,5,3,10,12,7,20,57,44556,en línea,,6
11004,1893,Secundaria,Soltero,0,1,2022-05-17,0,60182,131,12/7/2022,8,0,5,7,0,2,22,44698,en línea,,3
313,1968,Grado o superior,Viuda/Viudo,0,0,2021-10-28,0,73455,56,6/10/2022,901,61,757,186,163,20,2088,44497,en línea,,16
9940,1958,Grado o superior,Unión de hecho,0,1,2020-12-23,0,64961,66,24/8/2022,382,114,276,75,124,38,1009,44188,en línea,,10
10735,1971,Grado o superior,Soltero,1,0,2021-07-31,0,22804,53,25/9/2021,14,1,7,2,1,1,26,44408,en línea,,4
9529,1990,Grado o superior,Casado,0,0,2021-11-28,1,73687,34,3/12/2022,559,153,503,218,13,181,1627,44528,en línea,,12
6439,1958,Grado o superior,Casado,0,1,2020-08-17,0,61074,66,19/3/2022,789,0,133,0,28,152,1102,44060,en línea,,19
7411,1964,Posgrado,Casado,1,1,2022-06-05,0,31686,60,11/11/2022,11,0,5,0,0,1,17,44717,en línea,,4
2176,1972,Grado o superior,Casado,1,0,2021-05-20,1,80134,52,6/8/2022,1218,16,272,104,0,80,1690,44336,en línea,,11
9265,1953,Grado o superior,Casado,0,1,2021-01-09,0,75027,71,21/8/2022,925,64,179,133,12,77,1390,44205,en línea,,15
8867,1988,Posgrado,Casado,0,0,2020-08-31,0,67546,36,4/4/2022,864,134,768,150,38,172,2126,44074,en línea,,9
8932,1969,Posgrado,Unión de hecho,0,1,2020-10-29,0,65176,55,1/4/2022,960,28,183,220,70,70,1531,44133,en línea,,15
10236,1975,Posgrado,Soltero,1,0,2021-09-16,0,31160,49,28/9/2022,16,3,25,6,1,13,64,44455,en línea,,5
6340,1985,Grado o superior,Soltero,1,0,2021-10-27,0,29938,39,1/2/2022,3,3,7,0,2,11,26,44496,en línea,,4
10089,1974,Grado o superior,Divorciado,0,0,2021-04-05,1,102692,50,25/10/2022,168,148,444,32,172,148,1112,44291,en línea,,19
2227,1958,Secundaria,Unión de hecho,0,0,2020-09-22,0,26490,66,3/4/2022,45,47,52,21,20,25,210,44096,en línea,,8
10992,1967,Grado o superior,Unión de hecho,1,1,2020-08-29,0,75702,57,4/9/2022,650,28,353,45,42,30,1148,44072,en línea,,15
5304,1974,Posgrado,Soltero,1,0,2020-10-13,0,30899,50,4/8/2021,24,0,8,0,0,1,33,44117,en línea,,4
309,1961,Posgrado,Unión de hecho,0,1,2020-10-16,0,63342,63,26/8/2022,918,21,118,13,10,21,1101,44120,en línea,,13
3406,1964,Grado o superior,Soltero,0,1,2020-10-22,0,45989,60,22/4/2022,138,33,87,28,24,12,322,44126,en línea,,10
2661,1964,Grado o superior,Soltero,1,1,2021-06-04,0,18701,60,26/11/2022,12,4,2,10,6,10,44,44351,en línea,,6
3153,1957,Posgrado,Soltero,2,1,2021-12-08,0,40737,67,4/4/2022,11,0,4,0,0,2,17,44538,en línea,,3
10264,1979,Grado o superior,Divorciado,1,0,2020-10-10,1,15287,45,28/12/2020,1,2,8,4,3,13,31,44114,en línea,,3
1184,1968,Posgrado,Divorciado,0,2,2021-05-22,0,69674,56,20/9/2022,554,41,215,11,0,24,845,44338,en línea,,20
4200,1970,Posgrado,Casado,1,0,2022-06-17,0,44159,54,28/12/2022,167,2,62,24,13,7,275,44729,en línea,,10
9396,1978,Posgrado,Casado,1,0,2020-11-23,0,37717,46,14/10/2021,9,0,6,4,1,5,25,44158,en línea,,3
2387,1952,Posgrado,Unión de hecho,1,1,2021-02-03,1,43776,72,15/9/2022,177,2,71,3,2,20,275,44230,en línea,,9
6690,1966,Posgrado,Casado,1,1,2021-03-14,0,38179,58,3/3/2022,38,4,22,4,2,20,90,44269,en línea,,6
1225,1963,Grado o superior,Casado,0,0,2022-06-26,0,80124,61,21/12/2022,483,84,398,205,84,241,1495,44738,en línea,,11
9703,1970,Posgrado,Casado,1,1,2020-10-15,1,38097,54,24/10/2021,77,2,35,0,1,69,184,44119,en línea,,5
291,1970,Grado o superior,Casado,0,0,2021-06-19,0,72940,54,1/11/2022,182,74,298,162,149,116,981,44366,en línea,,9
4557,1970,Grado o superior,Unión de hecho,1,0,2021-10-04,0,22070,54,4/11/2022,10,7,19,8,2,21,67,44473,en línea,,4
2379,1953,Grado o superior,Soltero,0,0,2020-09-22,1,69267,71,10/2/2022,778,44,499,95,73,146,1635,44096,en línea,,8
5726,1983,Posgrado,Soltero,1,0,2022-03-20,0,31788,41,25/11/2022,16,7,23,0,8,6,60,44640,en línea,,7
3066,1975,Posgrado,Unión de hecho,0,1,2022-02-04,0,61905,49,26/12/2022,167,0,43,6,2,13,231,44596,en línea,,8
6336,1960,Grado o superior,Casado,1,1,2022-04-06,0,29315,64,18/9/2022,13,2,14,8,7,4,48,44657,en línea,,6
10967,1963,Grado o superior,Divorciado,1,1,2021-02-06,0,33378,61,26/7/2022,33,6,40,3,7,10,99,44233,en línea,,6
2304,1963,Posgrado,Unión de hecho,0,1,2021-09-16,0,66313,61,13/7/2022,625,7,99,10,22,7,770,44455,en línea,,18
3445,1956,Grado o superior,Soltero,0,0,2021-01-17,1,60714,68,8/10/2022,216,162,224,101,92,162,957,44213,en línea,,17
7828,1981,Posgrado,Unión de hecho,0,0,2022-04-30,0,77882,43,19/12/2022,68,129,396,188,22,15,818,44681,en línea,,8
3762,1986,Posgrado,Soltero,0,0,2021-04-02,1,69867,38,27/9/2022,196,0,512,33,130,54,925,44288,en línea,,11
4391,1968,Posgrado,Divorciado,0,1,2021-04-21,0,63841,56,8/10/2022,635,15,100,20,7,131,908,44307,en línea,,18
4669,1981,Secundaria,Casado,1,0,2021-02-11,0,24480,43,6/7/2022,4,19,9,28,25,17,102,44238,en línea,,7
10144,1976,Grado o superior,Unión de hecho,0,1,2020-10-25,0,51369,48,23/7/2022,297,7,79,0,11,182,576,44129,en línea,,12
8652,1946,Grado o superior,Unión de hecho,0,0,2020-08-31,0,37760,78,23/1/2022,84,5,38,150,12,28,317,44074,en línea,,10
1672,1974,Posgrado,Unión de hecho,0,1,2022-03-01,0,65640,50,21/12/2022,204,7,149,20,15,66,461,44621,en línea,,13
8962,1975,Posgrado,Casado,1,1,2022-04-17,0,44319,49,6/10/2022,26,0,8,0,0,3,37,44668,en línea,,5
9974,1974,Grado o superior,Casado,1,0,2021-07-12,0,30631,50,1/6/2022,15,6,20,4,5,20,70,44389,en línea,,5
10983,1952,Grado o superior,Unión de hecho,0,0,2021-01-29,0,75278,72,17/8/2022,304,98,230,150,74,74,930,44225,en línea,,19
8148,1956,Posgrado,Unión de hecho,1,1,2021-01-08,0,50898,68,3/9/2022,285,28,242,55,114,135,859,44204,en línea,,18
10102,1966,Grado o superior,Viuda/Viudo,0,0,2022-05-12,0,79946,58,30/12/2022,395,183,565,166,141,28,1478,44693,en línea,,10
4697,1949,Posgrado,Divorciado,0,0,2021-06-13,0,35416,75,26/9/2022,248,3,81,4,3,51,390,44360,en línea,,12
9262,1984,Secundaria,Unión de hecho,0,0,2021-07-04,0,32414,40,3/10/2021,20,6,5,0,9,12,52,44381,en línea,,4
7254,1969,Grado o superior,Unión de hecho,1,0,2021-12-27,0,38361,55,13/10/2022,39,0,56,20,8,14,137,44557,en línea,,6
4543,1980,Grado o superior,Casado,0,0,2020-10-31,0,82497,44,22/10/2022,777,129,573,216,21,203,1919,44135,en línea,,11
4927,1971,Grado o superior,Unión de hecho,2,0,2022-01-15,0,16626,53,30/12/2022,8,3,22,21,1,13,68,44576,en línea,,6
10451,1965,Grado o superior,Unión de hecho,1,1,2021-03-12,0,29672,59,7/12/2021,9,1,3,0,4,8,25,44267,tienda,,3
2926,1952,Posgrado,Unión de hecho,0,1,2020-08-23,0,55951,72,24/11/2022,1241,0,80,0,13,40,1374,44066,en línea,,14
2874,1988,Secundaria,Divorciado,1,0,2021-03-07,0,35388,36,11/5/2021,6,4,7,4,3,8,32,44262,en línea,,4
9738,1986,Posgrado,Unión de hecho,1,0,2021-01-13,0,42386,38,20/3/2022,65,4,16,0,4,11,100,44209,en línea,,6
7119,1982,Grado o superior,Soltero,0,0,2021-01-12,0,68627,42,11/2/2022,395,15,263,60,54,38,825,44208,en línea,,8
3924,1965,Posgrado,Divorciado,0,1,2022-03-17,0,57912,59,14/12/2022,801,0,80,0,0,35,916,44637,en línea,,20
5827,1958,Grado o superior,Divorciado,1,1,2022-04-16,0,35246,66,6/11/2022,36,0,12,2,2,10,62,44667,en línea,,6
5596,1956,Secundaria,Unión de hecho,0,1,2021-10-12,0,58821,68,4/12/2022,513,14,154,19,0,28,728,44481,en línea,,18
10812,1978,Posgrado,Casado,1,0,2022-03-01,0,46377,46,21/8/2022,37,0,46,4,3,0,90,44621,en línea,,5
1717,1988,Grado o superior,Soltero,1,0,2022-04-13,0,39747,36,12/11/2022,80,15,93,20,13,52,273,44664,en línea,,9
9491,1984,Grado o superior,Unión de hecho,1,0,2021-12-27,0,23976,40,13/9/2022,14,1,21,2,3,25,66,44557,en línea,,6
9274,1961,Posgrado,Casado,0,0,2021-03-28,0,80950,63,30/8/2022,525,147,112,219,147,63,1213,44283,en línea,,15
6609,1966,Grado o superior,Viuda/Viudo,0,0,2020-09-18,1,27038,58,19/6/2022,1,26,25,17,23,15,107,44092,en línea,,6
6963,1947,Grado o superior,Soltero,0,0,2022-03-05,0,77457,77,21/12/2022,675,11,400,15,45,11,1157,44625,en línea,,12
4440,1964,Posgrado,Casado,0,1,2021-09-10,0,64100,60,16/6/2022,509,0,27,0,0,10,546,44449,en línea,,14
1379,1992,Posgrado,Unión de hecho,0,0,2021-04-27,0,42670,32,29/8/2022,154,2,46,20,4,15,241,44313,en línea,,8
10032,1976,Grado o superior,Divorciado,1,0,2022-01-18,0,12571,48,17/12/2022,3,5,14,2,12,17,53,44579,en línea,,6
2826,1967,Grado o superior,Casado,2,1,2021-10-28,0,22574,57,7/3/2022,25,0,8,2,0,2,37,44497,en línea,,5
2437,1989,Grado o superior,Casado,0,0,2021-06-03,0,52247,35,26/2/2022,861,138,461,60,30,61,1611,44350,en línea,,18
6320,1976,Posgrado,Soltero,0,0,2021-02-06,0,70893,48,29/9/2022,768,44,561,77,44,14,1508,44233,en línea,,16
3050,1966,Grado o superior,Casado,1,1,2021-12-17,0,54198,58,14/12/2022,185,0,28,3,2,17,235,44547,en línea,,9
231,1956,Posgrado,Unión de hecho,1,1,2022-03-11,0,28839,68,31/12/2022,24,0,7,0,0,1,32,44631,en línea,,5
2392,1972,Grado o superior,Casado,1,1,2021-07-29,0,40321,52,2/10/2021,44,4,21,6,0,27,102,44406,en línea,,6
9478,1985,Grado o superior,Soltero,1,0,2020-08-14,0,66503,39,28/9/2022,91,64,128,65,3,50,401,44057,en línea,,10
113,1951,Grado o superior,Casado,1,1,2021-07-16,0,30833,73,13/6/2022,11,0,7,3,1,6,28,44393,en línea,,4
2863,1970,Grado o superior,Soltero,1,2,2021-08-23,0,52247,54,30/11/2022,738,20,172,52,50,20,1052,44431,en línea,,12
1802,1971,Grado o superior,Casado,0,1,2021-01-17,0,64795,53,16/3/2022,412,5,119,38,29,77,680,44213,en línea,,15
520,1974,Grado o superior,Casado,1,0,2021-07-01,0,34421,50,26/12/2021,3,3,7,6,2,9,30,44378,en línea,,3
8275,1965,Posgrado,Divorciado,1,1,2022-02-09,0,47025,59,12/2/2022,16,0,3,0,0,1,20,44601,en línea,,3
9750,1961,Posgrado,Divorciado,0,1,2021-02-07,0,64325,63,5/11/2022,731,60,353,78,12,73,1307,44234,en línea,,15
2607,1953,Grado o superior,Soltero,0,1,2021-01-11,0,40464,71,3/8/2022,424,17,118,7,23,41,630,44207,en línea,,16
7214,1957,Grado o superior,Casado,0,0,2021-07-05,0,62187,67,1/10/2022,792,0,275,45,45,126,1283,44382,en línea,,9
5835,1976,Posgrado,Divorciado,1,0,2021-07-02,0,14849,48,5/11/2021,21,2,28,3,2,9,65,44379,en línea,,6
3896,1984,Grado o superior,Casado,1,0,2021-11-07,0,27255,40,18/10/2022,22,1,11,0,1,2,37,44507,en línea,,4
10350,1950,Posgrado,Casado,2,1,2021-05-09,0,54432,74,20/11/2021,33,0,5,0,0,0,38,44325,en línea,,4
7786,1986,Posgrado,Soltero,1,0,2021-02-13,0,29999,38,14/2/2022,68,7,59,10,5,11,160,44240,en línea,,7
2861,1983,Grado o superior,Soltero,1,0,2021-04-16,0,24072,41,23/7/2021,9,1,6,3,0,4,23,44302,en línea,,3
663,1989,Posgrado,Soltero,0,0,2021-09-11,0,33996,35,5/1/2022,40,2,15,8,0,6,71,44450,en línea,,4
10675,1956,Posgrado,Casado,0,1,2021-04-03,1,66334,68,18/6/2022,909,11,218,0,0,23,1161,44289,en línea,,14
2521,1971,Posgrado,Casado,1,0,2021-01-10,1,35178,53,24/6/2021,23,1,13,2,2,18,59,44206,en línea,,3
9592,1983,Grado o superior,Unión de hecho,1,0,2021-06-30,0,22010,41,22/11/2021,11,2,9,3,0,8,33,44377,en línea,,5
10151,1960,Grado o superior,Divorciado,0,2,2020-09-12,0,62204,64,25/8/2022,317,46,247,151,46,139,946,44086,en línea,,16
7381,1968,Grado o superior,Divorciado,0,0,2020-12-06,1,75693,56,6/9/2022,797,153,293,72,97,30,1442,44171,en línea,,17
4099,1972,Grado o superior,Casado,1,0,2020-11-12,0,30675,52,27/3/2021,10,2,16,11,2,21,62,44147,en línea,,4
9560,1965,Grado o superior,Unión de hecho,0,0,2021-03-03,1,83003,59,17/9/2022,856,61,570,40,25,122,1674,44258,en línea,,15
1150,1899,Posgrado,Unión de hecho,0,0,2021-09-26,0,83532,125,21/5/2022,755,144,562,104,64,224,1853,44465,en línea,,8
10172,1988,Grado o superior,Soltero,0,0,2020-08-10,0,68655,36,7/4/2022,456,19,832,75,118,38,1538,44053,en línea,,15
11191,1986,Grado o superior,Divorciado,0,0,2021-12-07,0,41411,38,20/11/2022,37,32,38,11,3,18,139,44537,en línea,,6
9707,1969,Posgrado,Casado,0,1,2020-11-23,0,55212,55,28/4/2022,1103,0,45,0,0,34,1182,44158,en línea,,15
6245,1950,Posgrado,Unión de hecho,0,1,2021-06-13,0,59292,74,23/7/2022,378,14,68,19,14,14,507,44360,en línea,,11
8234,1973,Secundaria,Unión de hecho,1,0,2021-08-15,1,27190,51,1/2/2022,1,6,7,0,1,3,18,44423,en línea,,3
1411,1952,Grado o superior,Divorciado,0,0,2021-11-10,0,82623,72,28/10/2022,204,34,204,172,153,173,940,44510,en línea,,6
8553,1965,Grado o superior,Casado,1,1,2021-06-23,0,44300,59,13/4/2022,30,0,9,0,0,3,42,44370,en línea,,4
1826,1970,Grado o superior,Divorciado,0,0,2022-06-16,1,84835,54,15/12/2022,189,104,379,111,189,218,1190,44728,en línea,,10
8842,1971,Grado o superior,Viuda/Viudo,1,1,2020-12-25,0,30372,53,16/5/2022,15,0,12,7,3,7,44,44190,en línea,,5
11030,1976,Posgrado,Casado,1,0,2022-01-03,0,33181,48,25/8/2022,9,0,3,0,0,4,16,44564,en línea,,3
2579,1957,Grado o superior,Casado,0,1,2021-12-17,0,71113,67,12/11/2022,495,33,255,11,33,8,835,44547,en línea,,15
175,1986,Grado o superior,Casado,1,0,2021-01-10,0,71952,38,1/11/2022,656,80,455,52,107,93,1443,44206,en línea,,16
9185,1966,Posgrado,Soltero,0,0,2021-10-28,1,69759,58,11/8/2022,452,20,514,13,30,0,1029,44497,en línea,,9
11056,1974,Grado o superior,Casado,0,0,2020-10-27,0,72099,50,21/10/2022,546,91,410,119,0,22,1188,44131,en línea,,13
9365,1976,Posgrado,Soltero,0,1,2020-12-22,0,60000,48,2/12/2022,1048,0,217,0,0,12,1277,44187,en línea,,16
6201,1978,Grado o superior,Soltero,1,1,2021-11-29,0,38643,46,12/10/2022,22,2,14,0,1,10,49,44529,en línea,,5
2061,1955,Grado o superior,Casado,0,1,2021-05-11,0,50737,69,31/10/2021,78,0,11,0,0,10,99,44327,en línea,,6
6184,1969,Posgrado,Casado,0,0,2020-12-12,0,68462,55,8/5/2022,561,64,785,84,128,48,1670,44177,en línea,,11
6142,1943,Posgrado,Casado,0,0,2021-08-20,0,65073,81,26/7/2022,629,17,177,69,0,8,900,44428,en línea,,10
4107,1948,Posgrado,Unión de hecho,0,2,2021-10-08,0,46681,76,5/12/2022,269,15,69,15,19,38,425,44477,en línea,,8
7274,1957,Grado o superior,Casado,0,0,2020-09-28,0,78618,67,2/10/2022,736,163,818,212,163,61,2153,44102,en línea,,14
9336,1969,Posgrado,Viuda/Viudo,0,1,2022-03-22,0,62187,55,30/12/2022,512,0,83,0,0,41,636,44642,en línea,,16
2958,1978,Grado o superior,Casado,2,0,2022-02-24,0,28442,46,15/10/2022,19,3,10,11,8,6,57,44616,en línea,,6
933,1978,Posgrado,Casado,1,0,2020-11-23,0,37717,46,8/1/2022,9,0,6,4,1,5,25,44158,en línea,,3
5837,1967,Grado o superior,Casado,1,1,2020-12-28,0,51479,57,25/5/2022,247,8,160,6,8,65,494,44193,en línea,,12
10704,1969,Grado o superior,Soltero,0,1,2020-08-21,0,54803,55,10/11/2022,404,0,92,28,27,142,693,44064,en línea,,15
5125,1960,Grado o superior,Casado,0,0,2021-05-17,0,79530,64,16/7/2022,333,0,815,129,42,29,1348,44333,en línea,,15
4432,1976,Grado o superior,Divorciado,1,0,2021-03-16,0,31615,48,9/1/2022,2,3,20,6,11,9,51,44271,en línea,,5
5955,1962,Grado o superior,Unión de hecho,0,0,2020-11-17,0,72025,62,10/4/2022,833,33,549,151,133,233,1932,44152,en línea,,12
2928,1975,Posgrado,Soltero,0,1,2020-12-01,0,52614,49,26/3/2022,789,0,142,12,9,38,990,44166,en línea,,10
5680,1984,Secundaria,Casado,1,0,2022-04-22,0,35684,40,9/12/2022,10,4,7,0,6,3,30,44673,en línea,,4
10313,1975,Grado o superior,Casado,1,1,2020-10-28,0,48178,49,15/3/2022,159,4,45,6,2,38,254,44132,en línea,,9
2557,1970,Posgrado,Soltero,1,0,2021-08-29,0,29548,54,19/12/2021,7,1,6,3,1,11,29,44437,en línea,,3
1245,1966,Grado o superior,Soltero,0,1,2020-11-11,0,63810,58,24/8/2022,977,12,253,16,12,101,1371,44146,en línea,,16
1519,1972,Posgrado,Soltero,1,1,2021-06-22,1,38578,52,13/10/2022,38,4,22,3,3,3,73,44369,en línea,,6
10703,1975,Posgrado,Soltero,1,1,2020-08-18,0,46098,49,14/4/2022,57,0,27,0,0,36,120,44061,en línea,,5
1726,1970,Grado o superior,Soltero,0,0,2021-03-18,1,22585,54,17/3/2022,3,9,15,13,2,39,81,44273,en línea,,3
4459,1989,Grado o superior,Soltero,1,0,2020-12-30,0,30279,35,2/9/2021,10,4,14,4,4,1,37,44195,en línea,,4
1729,1961,Posgrado,Unión de hecho,0,1,2021-10-02,0,66426,63,22/10/2022,1043,24,97,32,24,157,1377,44471,en línea,,13
1517,1969,Grado o superior,Soltero,1,0,2021-06-14,0,30822,55,26/1/2022,3,9,13,2,12,12,51,44361,en línea,,4
2098,1969,Posgrado,Casado,2,0,2021-01-08,0,33581,55,11/1/2021,11,0,5,0,0,1,17,44204,en línea,,3
9543,1985,Grado o superior,Casado,1,0,2021-11-14,0,19986,39,6/10/2022,3,6,5,0,2,6,22,44514,tienda,,3
6878,1954,Grado o superior,Viuda/Viudo,0,0,2020-12-12,0,27421,70,1/8/2022,43,12,96,78,40,55,324,44177,en línea,,10
3310,1973,Secundaria,Casado,2,1,2020-08-22,0,35688,51,4/3/2022,73,3,90,12,1,32,211,44065,en línea,,8
2724,1981,Posgrado,Soltero,1,0,2022-03-30,0,36143,43,5/10/2022,12,0,1,0,0,6,19,44650,tienda,,2
948,1971,Grado o superior,Soltero,1,0,2021-05-15,0,10245,53,22/10/2021,4,7,7,6,4,13,41,44331,en línea,,3
6720,1968,Posgrado,Unión de hecho,0,1,2021-10-16,1,43795,56,7/10/2022,314,11,53,4,3,107,492,44485,en línea,,11
6202,1960,Grado o superior,Unión de hecho,0,1,2020-10-05,0,63381,64,13/9/2022,571,50,142,33,50,159,1005,44109,en línea,,17
2066,1949,Grado o superior,Unión de hecho,0,1,2020-08-30,0,38823,75,12/11/2022,70,0,11,2,8,23,114,44073,en línea,,5
9799,1968,Posgrado,Divorciado,1,1,2021-05-08,0,83664,56,28/8/2022,866,21,151,28,21,86,1173,44324,en línea,,14
8318,1979,Grado o superior,Unión de hecho,0,0,2022-01-03,0,90300,45,30/12/2022,594,134,786,33,134,57,1738,44564,en línea,,13
5642,1979,Posgrado,Unión de hecho,1,0,2021-12-09,0,62499,45,17/12/2022,140,4,61,0,13,4,222,44539,en línea,,9
2669,1993,Grado o superior,Soltero,0,0,2022-05-04,0,74293,31,25/11/2022,375,152,335,93,91,81,1127,44685,en línea,,11
455,1946,Posgrado,Casado,0,0,2021-04-18,0,51012,78,26/12/2021,102,9,63,2,9,24,209,44304,en línea,,8
7683,1968,Posgrado,Casado,0,1,2022-02-25,0,70777,56,29/12/2022,554,35,113,0,7,78,787,44617,en línea,,17
3428,1991,Posgrado,Unión de hecho,0,0,2021-10-06,0,68682,33,17/10/2022,919,0,505,99,30,45,1598,44475,en línea,,14
7414,1971,Grado o superior,Casado,1,1,2020-09-15,0,43824,53,9/11/2021,96,1,42,12,3,32,186,44089,en línea,,7
6354,1984,Grado o superior,Unión de hecho,1,0,2020-08-31,1,15345,40,5/11/2020,5,2,16,3,2,19,47,44074,en línea,,3
798,1987,Grado o superior,Soltero,1,0,2020-12-24,0,23442,37,19/6/2021,2,0,6,8,6,5,27,44189,en línea,,4
8213,1980,Secundaria,Unión de hecho,1,0,2020-11-09,1,14515,44,2/4/2022,6,4,9,6,36,35,96,44144,en línea,,5
2488,1956,Secundaria,Divorciado,1,1,2021-03-23,0,31395,68,26/2/2022,23,1,25,0,8,7,64,44278,en línea,,5
9999,1965,Grado o superior,Unión de hecho,0,0,2020-09-27,0,75276,59,23/5/2022,610,105,125,137,42,21,1040,44101,en línea,,18
7617,1974,Grado o superior,Soltero,1,1,2021-08-15,0,42373,50,20/9/2022,67,5,61,3,8,19,163,44423,en línea,,7
